#,Name,Team,W,L,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO
849,Jackson Kowar,SEA,1,2,4.59,24,0,0,2,0,26.2,118,26,15,14,3,13,0,2,26
850,Jeff Criswell,COL,2,1,4.81,36,0,0,3,0,45.2,206,50,26,24,8,20,0,2,49
851,Eric Orze,TBR,1,2,4.71,19,0,0,1,0,19.2,86,18,11,10,3,9,0,2,21
852,Michael Arias,NYY,1,1,5.39,10,0,0,1,1,10.1,48,10,7,6,1,8,0,0,10
853,Jimmy Lambert,,0,0,4.95,8,0,0,1,0,9.1,42,9,6,5,2,5,0,0,9
854,Gus Varland,CHW,3,2,4.54,55,0,3,7,2,59.1,262,62,32,30,8,24,2,3,55
855,Casey Lawrence,SEA,0,1,4.71,10,0,0,2,0,10.2,46,12,6,6,2,3,0,0,7
856,Rafael Montero,HOU,2,2,4.47,41,0,1,7,2,42.0,183,41,23,21,6,18,1,2,39
857,Lucas Sims,WSN,3,4,4.42,52,0,1,14,3,52.2,230,45,28,26,8,28,1,4,55
858,Matt Bowman,BAL,1,0,4.62,13,0,0,2,0,15.2,68,15,9,8,2,6,1,1,13
859,Christian Roa,MIA,1,2,4.72,13,0,0,1,0,17.0,77,17,10,9,2,10,0,1,16
860,Deivi García,MIL,1,2,4.89,20,0,0,1,1,22.0,98,20,13,12,3,12,1,1,23
861,Zach Brzykcy,WSN,2,2,4.72,47,0,0,4,0,49.0,213,46,28,26,7,21,1,2,49
862,Thaddeus Ward,BAL,1,1,4.88,12,0,0,1,0,13.1,61,13,8,7,2,8,0,1,11
863,Brandon Bielak,ARI,0,1,4.51,8,0,0,0,0,11.1,51,12,6,6,2,4,0,1,8
864,Guillo Zuñiga,PHI,1,1,5.14,17,0,0,1,0,18.2,82,18,12,11,3,8,1,1,16
865,Owen White,CHW,0,1,5.64,12,0,0,1,0,15.0,68,17,10,9,2,7,0,1,11
866,Dylan Covey,ATL,1,1,4.78,12,0,0,0,1,17.1,76,18,10,9,2,7,0,1,12
867,John Curtiss,ARI,1,0,5.18,14,0,0,1,0,15.0,65,16,9,9,3,5,0,1,12
868,Lucas Gilbreath,COL,2,2,5.01,45,0,0,5,0,45.2,209,47,28,25,6,23,1,7,42
869,Griff McGarry,PHI,0,1,4.92,14,0,0,1,0,14.1,69,13,9,8,2,13,0,1,15
870,Giovanny Gallegos,LAD,2,2,4.69,29,0,1,4,2,30.0,128,29,17,16,5,10,0,1,29
871,John McMillon,PHI,2,2,4.44,17,0,0,3,0,18.0,81,16,10,9,3,12,0,1,20
872,Dominic Leone,,0,1,4.88,15,0,0,2,1,15.0,66,14,9,8,3,8,1,1,15
873,Scott McGough,ARI,1,2,4.81,23,0,1,2,2,24.1,107,23,14,13,3,12,0,1,23
874,Tyler Matzek,NYY,1,1,4.72,28,0,0,5,0,29.2,130,28,17,16,4,14,0,1,28
875,Bryan Shaw,CIN,1,1,5.30,20,0,0,2,2,21.0,95,22,13,12,3,11,1,1,17
876,Amos Willingham,ATL,1,1,4.80,18,0,0,1,1,20.2,91,22,12,11,3,8,1,1,17
877,George Soriano,MIA,1,2,4.77,31,0,0,3,2,40.1,178,39,23,21,6,18,1,3,39
878,Alex Faedo,TBR,3,3,4.33,41,3,0,9,1,57.0,243,51,30,27,10,23,1,2,54
879,Adam Oller,MIA,2,2,5.97,12,5,0,0,0,35.1,161,38,26,23,6,18,0,2,28
880,Brent Honeywell,,1,2,4.37,19,1,0,1,1,29.0,125,29,15,14,4,11,0,2,20
881,Jordan Leasure,CHW,1,3,4.94,47,0,2,12,5,48.2,214,46,29,27,8,24,1,2,46
882,Connor Brogdon,LAA,1,1,4.95,16,0,0,1,0,18.0,79,18,11,10,4,8,0,1,18
883,Roddery Muñoz,STL,1,2,5.34,15,2,0,1,0,25.0,111,25,16,15,5,12,0,1,21
884,Victor Mederos,LAA,1,3,5.44,21,0,0,2,1,25.2,117,27,17,15,4,13,0,2,21
885,Nick Nastrini,CHW,2,7,5.69,16,11,0,0,0,61.1,277,59,42,39,11,37,1,3,53
886,Steven Wilson,CHW,1,3,4.84,31,0,1,6,1,32.1,141,28,19,17,6,17,2,2,32
887,Michael Mercado,PHI,2,2,5.29,21,1,0,1,0,30.2,136,31,20,18,6,14,0,2,27
888,Tanner Rainey,PIT,1,2,4.89,38,0,1,2,1,40.0,178,39,24,22,7,20,1,2,36
889,Jordan Weems,ATL,1,1,5.16,28,0,0,3,1,31.1,137,30,19,18,5,15,1,2,29
890,Bryce Jarvis,ARI,1,2,4.28,39,0,0,4,0,48.0,213,46,25,23,6,24,2,2,35
