"Player","Team","Positions","IP","K","W","SV","ERA","WHIP","ER","H","BB","HR","G","GS","L","CG"
"Michael Fulmer","BOS","RP","48.9","49","2","0","4.17","1.35","23","45","21","6","47","0","3","0"
"Tyler Wells","BAL","SP","19.1","17","1","0","4.35","1.20","9","18","5","4","14","0","1","0"
"Mike Vasil","TB","SP","41.9","33","2","0","4.53","1.36","21","43","14","6","37","0","2","0"
"Austin Voth","","RP","52.7","50","2","0","4.43","1.29","26","50","18","8","47","1","3","0"
"Yoniel Curet","TB","SP","17.1","19","1","0","4.51","1.48","9","14","12","3","5","3","1","0"
"Bryse Wilson","CWS","SP,RP","93.4","69","3","0","4.80","1.36","50","98","29","16","33","12","6","0"
"Tyler Alexander","MIL","SP,RP","56.9","48","3","0","4.62","1.25","29","58","13","10","38","2","3","0"
"Grant Holman","ATH","RP","53.6","50","2","0","4.08","1.34","24","50","22","6","53","0","3","0"
"Buck Farmer","ATL","RP","54.6","54","3","0","4.24","1.33","26","50","23","7","51","0","2","0"
"Brandon Eisert","CWS","RP","27.0","25","1","0","4.07","1.31","12","26","10","3","24","0","2","0"
"Fraser Ellard","CWS","RP","58.9","58","3","4","4.16","1.40","27","54","29","6","58","0","4","0"
"Chase Hampton","NYY","SP","5.7","5","0","0","4.78","1.28","3","5","2","1","2","1","1","0"
"AJ Blubaugh","HOU","SP","16.5","16","1","0","4.04","1.29","7","16","6","2","14","0","1","0"
"Randy Rodriguez","SF","RP","51.7","52","2","0","4.06","1.36","23","46","24","6","46","0","3","0"
"Tyler Phillips","PHI","SP","34.6","26","2","0","4.58","1.38","18","37","11","5","29","1","2","0"
"Luis Mey","CIN","RP","39.5","35","2","0","5.34","1.69","23","40","27","5","39","0","2","0"
"Jackson Rutledge","WSH","SP","32.7","27","1","0","4.69","1.42","17","32","14","4","23","2","2","0"
"Bennett Sousa","HOU","RP","34.6","35","2","0","3.88","1.31","15","31","14","4","34","0","2","0"
"Domingo Gonzalez","ATL","","42.2","44","2","0","4.13","1.34","19","38","18","5","39","0","2","0"
"Jacob Barnes","TOR","RP","31.2","27","1","0","4.43","1.34","15","31","11","4","30","0","2","0"
"Jacob Lopez","ATH","SP","32.2","31","2","0","4.11","1.32","15","29","14","4","28","0","2","0"
"Enyel De Los Santos","ATL","RP","35.9","36","2","0","4.22","1.29","17","33","14","5","35","0","2","0"
"Roansy Contreras","BAL","RP","32.9","29","2","0","4.41","1.33","16","31","13","5","29","0","1","0"
"Andrew Misiaszek","CLE","","27.4","28","2","0","3.96","1.36","12","25","12","3","27","0","1","0"
"Evan Reifert","WSH","RP","48.3","53","2","1","4.18","1.35","22","42","24","6","46","0","2","0"
"Colin Selby","BAL","RP","36.9","38","2","0","3.88","1.34","16","33","17","4","35","0","2","0"
"Huascar Ynoa","MIN","SP,RP","27.4","26","1","0","4.39","1.37","13","26","11","4","26","0","2","0"
"Zach Brzykcy","WSH","RP","46.5","46","2","0","4.33","1.37","22","42","21","6","44","0","2","0"
"Kyle Nelson","ARI","RP","31.8","31","2","0","4.06","1.29","14","30","12","4","32","0","1","0"
"Jose Ruiz","PHI","RP","58.4","58","3","0","4.30","1.34","28","55","23","8","56","0","3","0"
"Steven Okert","HOU","RP","26.2","28","1","0","4.36","1.31","13","23","11","4","26","0","1","0"
"Rob Zastryzny","NYY","RP","15.9","16","1","0","4.62","1.37","8","15","7","2","15","1","0","0"
"Alan Rangel","PHI","SP,RP","29.9","26","2","0","4.67","1.34","16","29","11","5","27","0","2","0"
"Sem Robberse","STL","SP","24.8","19","1","0","4.31","1.33","12","25","8","3","19","1","1","0"
"Jake Diekman","ATL","RP","38.7","44","2","0","4.27","1.44","18","32","23","5","38","0","2","0"
"Jacob Waguespack","TB","SP,RP","43.4","44","2","0","4.22","1.36","20","41","18","5","34","2","2","0"
"Scott Blewett","MIN","RP","26.7","22","1","0","4.67","1.42","14","28","10","4","23","0","1","0"
"Devin Sweet","PHI","RP","32.0","33","2","0","4.43","1.33","16","29","13","5","31","0","2","0"
"Penn Murfee","CWS","SP","38.1","37","2","0","4.19","1.32","18","35","15","5","37","0","2","0"
"Cam Booser","CWS","RP","58.1","60","3","1","4.33","1.39","28","54","26","8","55","0","3","0"
"Drew Rom","STL","SP","16.6","16","1","0","4.49","1.46","8","17","8","2","6","3","1","0"
"Trevor McDonald","SF","SP","32.8","26","2","0","4.01","1.33","15","32","11","3","28","0","2","0"
"Jhonathan Diaz","SEA","SP","10.2","8","0","0","4.24","1.39","5","10","4","1","4","2","1","0"
"Luis Guerrero","BOS","RP","37.1","38","2","0","4.34","1.41","18","34","18","5","35","0","2","0"
"Gerson Garabito","TEX","RP","25.3","23","1","0","4.44","1.33","12","24","10","4","22","0","1","0"
"Justin Wilson","BOS","RP","55.4","56","3","0","4.20","1.33","26","54","20","8","55","0","3","0"
"Anderson Pilar","ATL","RP","28.3","25","1","0","4.12","1.32","13","28","10","3","25","0","1","0"
"Connor Thomas","MIL","RP","46.2","34","2","0","4.14","1.33","21","49","13","5","42","0","2","0"
"Jose Cisnero","","RP","24.5","26","1","0","4.26","1.37","12","22","11","3","24","0","1","0"
"Matt Gage","DET","RP","18.0","18","1","0","4.07","1.32","8","16","8","2","14","0","1","0"
"Enoli Paredes","ATL","RP","22.0","23","1","0","3.68","1.29","9","16","12","2","18","0","1","0"
"Keynan Middleton","","RP","18.5","20","1","0","4.09","1.29","8","16","8","2","18","0","1","0"
"Josh Walker","TOR","RP","30.3","31","1","0","4.05","1.34","14","27","14","4","29","0","1","0"
"Colten Brewer","NYY","RP","22.4","21","1","0","4.50","1.38","11","21","10","3","21","0","1","0"
"Michael Petersen","LAA","RP","31.7","31","2","0","4.46","1.35","16","29","14","5","30","0","2","0"
"Dylan Covey","ATL","RP","18.5","14","1","0","4.61","1.46","9","20","7","2","13","0","1","0"
"Elvin Rodriguez","MIL","SP","22.7","20","1","0","4.44","1.34","11","22","9","3","21","0","1","0"
"Ian Gibaut","CIN","RP","20.1","19","1","0","4.73","1.45","11","19","10","3","19","0","1","0"
"Justin Hagenman","NYM","RP","17.3","16","1","0","4.51","1.33","9","17","6","3","17","0","1","0"
"Gunnar Hoglund","ATH","SP","65.1","49","3","0","4.70","1.31","34","66","20","10","33","7","4","0"
"Jay Jackson","","RP","19.9","20","1","0","4.32","1.27","10","19","7","3","19","0","1","0"
"Zach Penrod","BOS","SP,RP","19.8","21","1","0","4.24","1.42","9","18","10","2","22","0","1","0"
"Ron Marinaccio","SD","RP","35.9","37","2","0","4.15","1.33","17","31","17","4","34","0","2","0"
"Jacob Latz","TEX","RP","49.6","51","2","0","4.32","1.40","24","44","25","7","48","0","2","0"
"Ronny Henriquez","MIA","RP","45.4","39","2","0","4.23","1.36","21","46","16","6","41","0","2","0"
"Bruce Zimmermann","MIL","SP,RP","10.3","9","0","0","4.63","1.33","5","11","3","2","5","1","1","0"
"Mason Englert","TB","RP","41.2","38","2","0","4.35","1.28","20","40","13","6","35","0","2","0"
"Giovanny Gallegos","LAD","RP","28.4","27","1","0","4.67","1.32","15","27","10","5","27","0","2","0"
"Zack Thompson","STL","SP","42.3","42","2","0","4.24","1.39","20","39","20","5","36","0","2","0"
"Ray Kerr","ATL","RP","9.4","11","0","0","4.05","1.35","4","9","4","1","7","0","0","0"
"Nate Lavender","TB","RP","23.0","25","1","0","4.33","1.44","11","20","13","3","23","0","1","0"
"Angel Bastardo","TOR","","17.3","16","1","0","4.23","1.35","8","16","7","2","17","0","1","0"
"Miguel Diaz","SF","RP","5.7","6","0","0","4.19","1.26","3","5","2","1","4","1","0","0"
"Connor Gillispie","MIA","SP,RP","35.4","30","2","0","4.64","1.38","18","35","14","6","33","0","2","0"
"Josh Simpson","MIA","RP","31.2","33","2","0","4.08","1.41","14","29","15","4","30","0","2","0"
"Nick Frasso","LAD","SP","14.5","14","1","0","4.21","1.29","7","14","5","2","14","0","1","0"
"Drew Smith","NYM","RP","14.4","15","1","0","4.26","1.31","7","13","6","2","14","0","1","0"
"Ryan Miller","DET","RP","19.7","16","1","0","4.42","1.31","10","19","7","3","18","0","1","0"
"Hayden Harris","ATL","","19.5","21","1","0","4.02","1.38","9","18","9","2","20","0","1","0"
"Tyler Mattison","DET","SP,RP","23.6","24","1","0","4.15","1.35","11","21","10","3","23","0","1","0"
"John McMillon","PHI","RP","21.0","23","1","0","4.49","1.49","10","18","13","3","20","0","2","0"
"Omar Cruz","SD","RP","21.0","21","1","0","4.03","1.33","9","19","9","2","19","0","1","0"
"Adam Macko","TOR","SP","14.4","13","1","0","4.54","1.39","7","14","6","2","5","3","1","0"
"Patrick Murphy","TEX","RP","7.6","7","0","0","4.30","1.38","4","7","3","1","6","0","0","0"
"Jack Neely","CHC","RP","13.8","15","1","0","4.11","1.29","6","12","6","2","14","0","0","0"
"Chris Devenski","NYM","RP","21.7","21","1","0","4.54","1.29","11","20","8","4","20","0","1","0"
"Nick Robertson","TOR","RP","38.0","37","2","0","4.12","1.33","17","36","15","5","35","0","2","0"
"Miguel Castro","HOU","RP","36.6","33","2","1","4.34","1.34","18","34","15","5","35","0","2","0"
"Davis Daniel","ATL","SP","17.7","16","1","0","4.37","1.31","9","18","5","3","13","0","1","0"
"Tommy Henry","ARI","SP","27.3","23","1","0","4.50","1.44","14","28","11","4","23","0","1","0"
"Blas Castano","SEA","","29.1","23","1","0","4.33","1.33","14","29","10","4","22","2","2","0"
"Dylan Floro","ATH","RP","55.8","43","3","0","3.95","1.32","25","56","17","5","54","0","3","0"
"Lou Trivino","SF","RP","45.8","44","2","0","4.27","1.38","22","44","19","5","42","0","3","0"
"Nick Hernandez","HOU","RP","42.6","45","2","0","4.22","1.28","20","37","17","6","39","0","2","0"
"Jose Urquidy","","SP","29.5","25","2","0","4.68","1.27","15","29","8","6","6","5","2","0"
"Randy Dobnak","MIN","SP,RP","15.7","12","1","0","4.53","1.45","8","16","7","2","10","0","1","0"
"Jack Dreyer","LAD","","27.1","27","2","0","4.05","1.32","12","25","11","4","28","0","2","0"
"Peter Strzelecki","PIT","RP","26.8","24","1","0","4.39","1.36","13","26","10","3","26","0","1","0"
"Brent Honeywell Jr.","","RP","32.3","22","1","0","4.72","1.41","17","33","13","5","21","0","1","0"
"Kyle Amendt","ARI","","20.8","23","1","0","3.84","1.36","9","18","10","2","21","0","1","0"
"Tommy Nance","TOR","RP","48.6","44","2","0","4.15","1.33","22","47","18","6","46","0","3","0"
"Matt Canterino","MIN","SP","16.5","17","1","0","4.29","1.36","8","15","7","2","14","0","1","0"
"Shintaro Fujinami","SEA","RP","25.2","28","1","0","4.26","1.40","12","21","14","3","25","0","1","0"
"Genesis Cabrera","NYM","RP","37.1","34","2","0","4.35","1.37","18","34","16","5","37","0","2","0"
"Riley O'Brien","STL","RP","45.7","46","2","0","4.09","1.39","21","41","22","5","42","0","2","0"
"Kyle Leahy","STL","RP","55.1","44","3","0","4.44","1.38","27","56","20","7","48","0","3","0"
"Jonathan Bowlan","KC","SP,RP","32.8","26","2","0","4.42","1.35","16","34","11","4","29","0","2","0"
"Easton Lucas","TOR","RP","27.1","25","1","0","4.24","1.36","13","26","11","3","25","0","1","0"
"Marco Raya","MIN","SP","8.8","8","1","0","4.27","1.44","4","9","3","1","9","0","1","0"
"Matt Bowman","BAL","RP","21.3","18","1","0","4.39","1.37","10","21","9","3","19","0","1","0"
"Mason Thompson","WSH","RP","37.9","31","2","0","4.29","1.38","18","37","15","4","36","0","2","0"
"Vinny Nittoli","MIL","RP","20.4","21","1","0","4.59","1.29","10","19","8","4","17","0","1","0"
"Tim Mayza","PIT","RP","49.8","38","2","0","4.17","1.39","23","52","17","5","50","0","2","0"
"Trevor Richards","CHC","RP","30.6","33","1","0","4.33","1.33","15","26","14","5","29","0","1","0"
"Evan Sisk","KC","RP","30.7","29","2","0","3.87","1.39","13","28","15","2","30","0","2","0"
"Hunter Dobbins","BOS","","10.0","9","1","0","4.01","1.36","4","10","3","1","9","0","1","0"
"Kade Strowd","BAL","","26.2","24","2","0","4.22","1.43","12","25","12","3","26","0","2","0"
"Rafael Montero","HOU","RP","47.0","44","2","1","4.45","1.39","23","45","20","6","45","0","2","0"
"Joely Rodriguez","","RP","28.8","25","2","0","4.17","1.40","13","29","11","3","28","0","1","0"
"Cole Waites","SF","RP","14.6","14","1","0","4.30","1.40","7","13","7","2","15","0","1","0"
"Eric Orze","TB","RP","33.3","35","2","0","4.18","1.36","15","30","15","5","33","0","2","0"
"Shawn Dubin","HOU","RP","34.0","35","2","0","4.03","1.38","15","30","17","3","30","0","2","0"
"Alex Cornwell","STL","","7.6","5","0","0","4.24","1.37","4","8","2","1","8","0","0","0"
"Michael Darrell-Hicks","LAA","","19.4","16","1","0","4.54","1.35","10","20","6","3","19","0","1","0"
"Grant Wolfram","MIL","RP","22.6","23","1","0","4.33","1.42","11","21","11","3","22","0","1","0"
"Dillon Tate","","RP","37.7","29","2","0","4.08","1.30","17","37","12","4","35","0","2","0"
"J.B. Wendelken","SD","RP","19.2","17","1","0","4.32","1.38","9","18","8","2","19","0","1","0"
"Dylan Dodd","ATL","SP","30.2","24","1","0","4.59","1.38","15","32","9","5","25","0","1","0"
"Trent Harris","SF","","12.3","11","0","0","4.15","1.36","6","12","5","1","12","0","0","0"
"Josh Staumont","CIN","RP","27.0","27","1","0","4.47","1.42","13","24","14","3","26","0","1","0"
"Phil Bickford","CHC","RP","24.0","26","1","0","4.36","1.25","12","21","9","3","21","0","1","0"
"Andrew Alvarez","WSH","","7.6","6","0","0","4.05","1.40","3","8","3","1","3","1","1","0"
"Trevor Gott","SEA","RP","14.1","13","1","0","4.11","1.25","6","13","5","2","14","0","1","0"
"Camden Minacci","LAA","","5.8","5","0","0","4.27","1.41","3","6","3","1","6","0","0","0"
"Mason Barnett","ATH","SP","11.5","11","1","0","4.44","1.37","6","11","5","2","3","2","1","0"
"Doug Nikhazy","CLE","SP","41.5","40","2","0","4.33","1.43","20","38","21","5","39","0","2","0"
"Andrew Saalfrank","ARI","RP","23.8","22","1","0","3.82","1.44","10","23","12","2","23","0","1","0"
"Tejay Antone","CIN","RP","10.2","9","0","0","4.57","1.40","5","10","4","1","11","0","0","0"
"Taylor Clarke","KC","SP,RP","11.7","10","0","0","4.38","1.33","6","12","4","2","10","0","1","0"
"Kelvin Caceres","LAA","RP","12.1","13","0","0","4.37","1.46","6","11","7","1","12","0","0","0"
"Jeff Brigham","ARI","RP","11.9","12","1","0","4.40","1.38","6","11","6","2","12","0","1","0"
"Sam Long","KC","RP","55.0","49","3","0","4.21","1.35","26","52","22","7","52","0","3","0"
"J.P. France","HOU","SP","28.9","25","1","0","4.60","1.41","15","29","12","4","16","2","2","0"
"Tyler Owens","DET","","17.0","14","1","0","4.49","1.39","8","17","7","2","17","0","1","0"
"Grant Hartwig","NYM","RP","17.5","16","1","0","4.52","1.48","9","16","10","2","14","0","0","0"
"Joe Jacques","LAD","RP","16.2","13","1","0","4.03","1.41","7","16","7","1","15","0","1","0"
"Steven Cruz","KC","RP","37.9","36","2","0","4.22","1.41","18","35","19","4","36","0","2","0"
"Ryan Gusto","HOU","","39.9","33","2","0","4.44","1.34","20","39","14","6","23","3","2","0"
"Chandler Champlain","KC","SP","6.3","5","1","0","4.40","1.40","3","7","2","1","6","0","1","0"
"Stephen Kolek","SD","RP","43.2","35","2","0","4.23","1.37","20","43","16","4","31","2","2","0"
"Seth Martinez","SEA","RP","43.0","37","2","0","4.13","1.32","20","41","16","5","39","0","2","0"
"Tyler Gilbert","CWS","RP","43.7","37","2","1","4.47","1.35","22","45","14","6","38","1","3","0"
"Sean Newcomb","BOS","RP","13.2","12","1","0","4.93","1.55","7","12","8","2","9","0","1","0"
"Gavin Hollowell","CHC","RP","9.1","9","0","0","4.40","1.34","4","8","4","1","9","0","0","0"
"Tekoah Roby","STL","SP","8.9","7","0","0","4.70","1.34","5","9","3","1","2","2","1","0"
"Zach Pop","TOR","RP","44.8","36","2","0","4.16","1.34","21","44","16","5","45","0","2","0"
"Luis Contreras","HOU","RP","36.2","36","2","0","4.21","1.33","17","33","16","5","33","0","2","0"
"Geoff Hartlieb","NYY","RP","4.7","4","0","0","5.07","1.44","3","5","2","1","3","0","0","0"
"Clay Helvey","WSH","RP","19.5","22","1","0","4.42","1.41","10","17","11","2","18","0","1","0"
"Tom Cosgrove","SD","RP","38.7","37","2","0","4.26","1.33","18","35","16","5","39","0","2","0"
"Blake Walston","ARI","SP,RP","31.3","27","2","0","4.36","1.40","15","31","13","4","25","0","2","0"
"Joe La Sorsa","CIN","RP","25.0","19","1","0","4.21","1.24","12","25","6","4","20","0","1","0"
"Hogan Harris","ATH","SP,RP","40.6","37","2","0","4.41","1.40","20","38","19","5","33","1","2","0"
"Adam Cimber","","RP","26.5","20","1","0","4.62","1.36","14","27","9","3","27","0","2","0"
"Dan Altavilla","CWS","RP","25.4","24","1","0","4.66","1.44","13","25","12","4","25","0","1","0"
"Jose Cuas","PHI","RP","10.4","10","0","0","4.48","1.44","5","10","5","1","10","0","1","0"
"Declan Cronin","MIA","RP","67.8","59","3","1","3.99","1.38","30","68","26","6","62","0","3","0"
"Jimmy Lambert","","SP","15.3","15","1","0","5.11","1.50","9","15","8","3","13","0","1","0"
"Mason Adams","CWS","","26.8","19","1","0","4.70","1.37","14","29","8","4","6","5","2","0"
"Josh Winder","ARI","RP","17.5","15","1","0","4.34","1.34","8","18","6","2","9","0","1","0"
"Josiah Gray","WSH","SP","12.9","11","1","0","4.70","1.36","7","12","5","2","6","2","1","0"
"Yerry De Los Santos","NYY","RP","22.6","19","1","0","4.13","1.33","10","22","8","3","21","0","1","0"
"Rolddy Munoz","ATL","","21.7","20","1","0","4.28","1.43","10","21","10","3","21","0","1","0"
"Travis Adams","MIN","","21.3","16","1","0","4.56","1.37","11","22","7","3","15","2","1","0"
"Cristian Mena","ARI","SP","18.6","17","1","0","4.28","1.39","9","18","8","3","12","2","1","0"
"Eric Cerantola","KC","","17.4","17","1","0","4.49","1.49","9","16","10","2","17","0","1","0"
"Luis Curvelo","TEX","RP","28.3","26","1","0","4.40","1.29","14","26","11","4","27","0","1","0"
"Jimmy Herget","COL","RP","42.1","37","2","0","4.60","1.35","22","44","13","7","39","0","2","0"
"Parker Mushinski","CLE","RP","22.9","21","1","0","4.45","1.42","11","22","11","2","20","0","1","0"
"Ryan Loutos","STL","RP","35.6","30","2","0","4.25","1.40","17","36","14","4","36","0","2","0"
"Garrett McDaniels","LAA","","48.0","41","2","0","4.43","1.45","24","48","21","6","46","0","2","0"
"Grant Anderson","MIL","RP","28.6","29","1","0","4.24","1.32","13","26","11","4","26","0","2","0"
"Luis Peralta","COL","RP","56.9","58","2","2","4.60","1.49","29","55","30","7","54","0","3","0"
"Alek Jacob","SD","RP","41.6","40","2","0","4.23","1.33","20","39","16","6","37","0","2","0"
"Gordon Graceffo","STL","SP","39.4","29","2","0","4.49","1.36","20","40","13","5","28","2","2","0"
"Sam Bachman","LAA","SP","37.1","29","2","0","4.66","1.44","19","37","16","5","33","0","2","0"
"Yunior Marte","","RP","29.5","27","1","0","4.94","1.50","16","30","14","4","25","0","1","0"
"Chris Roycroft","STL","RP","43.8","37","2","0","4.12","1.42","20","42","20","4","40","0","2","0"
"Yohan Ramirez","PIT","RP","23.0","21","1","0","4.26","1.39","11","21","11","2","22","0","1","0"
"T.J. McFarland","ATH","RP","58.4","42","3","0","4.18","1.36","27","60","20","6","59","0","3","0"
"Chase Shugart","PIT","RP","21.6","18","1","0","4.53","1.41","11","22","9","3","20","0","1","0"
"Alex Wood","","SP","58.7","48","4","0","4.75","1.41","31","61","22","8","13","11","4","0"
"Luinder Avila","KC","","14.6","11","1","0","4.54","1.44","7","15","6","1","14","0","1","0"
"Carson Fulmer","PIT","SP,RP","25.0","22","1","0","4.56","1.46","13","24","13","3","15","1","1","0"
"Kyle Nicolas","PIT","RP","52.6","52","2","0","4.38","1.44","26","49","27","6","48","0","3","0"
"Scott McGough","ARI","RP","25.0","24","1","0","4.66","1.43","13","24","11","3","24","0","1","0"
"Bailey Horn","STL","RP","21.9","20","1","0","4.62","1.48","11","21","12","3","21","0","1","0"
"Jordan Weems","ATL","RP","34.3","33","1","0","4.96","1.46","19","33","17","5","31","0","1","0"
"Domingo German","","SP,RP","33.2","28","1","0","4.91","1.29","18","31","12","5","7","5","2","0"
"Kirby Snead","","RP","7.8","6","0","0","4.51","1.49","4","8","3","1","7","0","0","0"
"Adrian Houser","TEX","SP,RP","34.7","24","2","0","4.65","1.41","18","36","13","4","10","4","2","0"
"Michael Arias","NYY","RP","15.2","14","1","0","5.45","1.82","9","15","13","2","15","0","1","0"
"Dominic Leone","","RP","23.5","24","1","0","4.89","1.45","13","22","12","4","23","0","1","0"
"Kyle Tyler","PHI","SP","23.8","19","1","0","4.53","1.42","12","24","9","3","21","0","1","0"
"Joel Kuhnel","PHI","RP","15.7","11","1","0","4.45","1.31","8","16","4","2","12","0","1","0"
"Elvis Alvarado","ATH","RP","24.4","24","1","0","4.38","1.44","12","22","13","3","24","0","1","0"
"Luarbert Arias","MIA","RP","36.1","33","2","0","4.40","1.35","18","35","14","5","35","0","2","0"
"Anthony Veneziano","MIA","RP","49.8","41","2","0","4.51","1.42","25","51","19","6","44","0","3","0"
"Anthony Maldonado","ATH","RP","27.7","24","1","0","5.03","1.48","15","28","13","4","24","0","2","0"
"Brandon Hughes","CHC","RP","14.8","16","1","0","4.33","1.31","7","13","6","2","14","0","1","0"
"Marco Gonzales","","SP","16.7","12","1","0","4.77","1.41","9","18","6","3","4","3","1","0"
"Bryce Jarvis","ARI","RP","49.4","38","2","0","4.74","1.49","26","50","24","7","43","0","2","0"
"Yosver Zulueta","CIN","RP","42.2","42","2","0","4.26","1.44","20","40","21","4","38","0","2","0"
"Nick Nelson","","RP","12.7","11","1","0","4.66","1.49","7","13","6","1","9","0","0","0"
"Jake Eder","CWS","SP","20.8","18","1","0","4.86","1.50","11","21","10","3","18","0","1","0"
"Carlos Hernandez","KC","RP","44.2","43","2","0","4.32","1.35","21","40","19","5","41","0","2","0"
"Cody Bolton","SEA","RP","32.8","31","1","0","4.06","1.34","15","30","14","4","31","0","2","0"
"Christian Roa","MIA","RP","16.9","17","1","0","4.93","1.56","9","17","9","2","11","0","1","0"
"Casey Legumina","SEA","RP","23.2","20","1","0","4.44","1.33","11","23","8","3","22","0","1","0"
"Matt Barnes","","RP","29.2","25","1","0","4.60","1.41","15","29","12","4","29","0","2","0"
"Jesse Scholtens","CWS","SP,RP","8.8","7","0","0","5.41","1.52","5","10","4","2","2","2","1","0"
"Jose Urena","NYM","SP,RP","19.3","14","1","0","4.56","1.40","10","20","7","3","15","0","1","0"
"Jack O'Loughlin","COL","SP,RP","15.9","12","0","0","5.51","1.63","10","18","7","3","9","1","1","0"
"Thaddeus Ward","BAL","SP","16.7","14","1","0","4.80","1.55","9","16","10","2","15","0","1","0"
"Kenny Rosenberg","","SP","23.6","19","1","0","5.10","1.45","13","25","10","5","6","1","1","0"
"Brad Keller","CHC","RP","18.9","15","1","0","4.44","1.44","9","19","8","2","14","1","1","0"
"Joan Adon","WSH","SP,RP","18.5","15","1","0","5.50","1.58","11","19","10","2","13","1","1","0"
"Chris Murphy","BOS","RP","9.9","9","0","0","4.33","1.39","5","10","4","1","7","0","0","0"
"Brett de Geus","MIA","RP","33.2","23","1","0","4.59","1.46","17","36","13","3","33","0","2","0"
"Diego Castillo","COL","RP","32.9","27","1","0","4.89","1.54","18","34","17","4","31","0","2","0"
"Jake Woodford","COL","SP","17.8","13","1","0","4.99","1.48","10","20","6","3","11","2","1","0"
"Lake Bachar","MIA","RP","49.2","46","2","0","4.58","1.41","25","49","21","7","47","0","3","0"
"Noah Murdock","ATH","RP","45.2","39","2","0","4.53","1.52","23","43","26","4","43","0","2","0"
"Connor Brogdon","LAA","RP","30.2","31","1","0","4.45","1.34","15","28","12","5","28","0","2","0"
"Joey Wentz","PIT","RP","58.5","57","3","0","4.38","1.38","28","56","24","7","50","0","3","0"
"Sean Reynolds","SD","RP","44.8","46","2","0","4.23","1.42","21","41","23","5","42","0","2","0"
"Ryan Bergert","SD","","17.3","14","1","0","4.64","1.39","9","18","7","3","16","0","1","0"
"Paolo Espino","","SP","5.6","3","0","0","6.52","1.60","4","7","2","1","2","1","0","0"
"Tim Hill","NYY","RP","62.2","36","3","0","4.17","1.39","29","68","19","6","60","0","2","0"
"Amos Willingham","ATL","RP","33.9","29","2","0","4.51","1.39","17","34","13","5","32","0","2","0"
"Lyon Richardson","CIN","SP,RP","15.4","14","1","0","4.57","1.48","8","15","8","2","11","1","1","0"
"Noah Syndergaard","","SP","39.3","27","2","0","4.76","1.32","21","42","9","7","7","7","3","0"
"Joey Lucchesi","SF","SP,RP","17.1","12","1","0","4.39","1.47","8","18","7","2","12","1","1","0"
"James Kaprielian","","SP","12.1","9","1","0","5.60","1.52","8","13","6","2","3","2","1","0"
"Luis Frias","CLE","RP","27.1","27","1","0","4.38","1.42","13","26","13","3","26","0","2","0"
"Chase Petty","CIN","SP","23.9","18","1","0","4.82","1.43","13","25","10","4","11","3","1","0"
"Xzavion Curry","MIA","SP,RP","19.5","14","1","0","4.98","1.38","11","20","6","4","14","1","1","0"
"Ross Stripling","KC","SP,RP","33.8","23","2","0","4.71","1.34","18","37","8","5","21","2","2","0"
"Cole Irvin","","SP,RP","57.3","40","3","0","4.78","1.36","30","62","15","9","12","10","4","0"
"Daniel Bard","","RP","29.1","28","2","0","4.60","1.49","15","26","17","4","29","0","2","0"
"Will Klein","SEA","RP","25.8","26","1","0","4.46","1.50","13","23","16","3","25","0","1","0"
"Michael Mercado","PHI","SP,RP","33.0","29","2","0","4.91","1.43","18","33","15","6","28","0","2","0"
"Chris Stratton","KC","RP","56.4","46","3","1","4.57","1.43","29","56","24","7","53","0","3","0"
"Victor Mederos","LAA","SP","25.7","20","1","0","5.01","1.52","14","27","12","4","23","0","2","0"
"Bradley Blalock","COL","SP","39.5","28","1","0","5.35","1.52","23","44","16","7","23","4","2","0"
"Tanner Rainey","PIT","RP","43.2","39","1","0","4.92","1.46","24","41","21","7","42","0","2","0"
"Ky Bush","CWS","SP","10.1","8","0","0","4.91","1.52","6","10","5","2","3","2","1","0"
"Ken Waldichuk","ATH","SP,RP","29.3","30","1","0","4.98","1.42","16","28","13","5","6","6","2","0"
"Kolby Allard","CLE","SP,RP","20.1","17","1","0","4.75","1.39","11","21","7","3","15","1","1","0"
"Noah Davis","BOS","RP","6.9","5","0","0","5.78","1.60","4","8","3","1","2","1","0","0"
"George Soriano","MIA","RP","43.2","40","2","0","4.50","1.39","22","41","19","6","38","0","2","0"
"Griff McGarry","PHI","RP","21.5","22","1","0","4.78","1.59","11","19","15","3","21","0","1","0"
"Steven Wilson","CWS","RP","35.4","35","2","1","4.80","1.40","19","31","18","6","34","0","2","0"
"Eduardo Salazar","WSH","RP","50.6","38","2","0","4.51","1.45","25","53","20","5","44","0","3","0"
"Owen White","CWS","SP,RP","16.7","13","1","0","5.10","1.48","9","18","7","2","15","0","1","0"
"Carson Palmquist","COL","","20.4","18","1","0","4.94","1.46","11","21","9","3","5","3","2","0"
"Sixto Sanchez","","SP,RP","22.8","14","1","0","4.07","1.33","10","24","7","2","6","5","1","0"
"Lucas Gilbreath","COL","RP","44.6","40","2","0","4.77","1.49","24","45","22","6","43","0","2","0"
"Carlos Carrasco","NYY","SP","27.2","23","1","0","4.84","1.40","15","29","9","5","13","3","2","0"
"Orlando Ribalta","WSH","RP","29.1","27","1","0","4.77","1.48","15","28","15","4","30","0","2","0"
"Jared Shuster","CWS","RP","56.6","43","2","0","4.68","1.42","29","57","23","9","40","2","3","0"
